Fz,sr,sa_deg,Fx,Fy
200,-0.235,-3.0,-3.4542998526374737,14.09265006939053
200,-0.235,-2.799999999999999,-3.485634784422769,14.17458733919939
200,-0.235,-2.5999999999999996,-3.5174604473849493,14.256528461295373
200,-0.235,-2.3999999999999986,-3.549763753517793,14.338473159158882
200,-0.235,-2.1999999999999993,-3.5825288938589432,14.420421156464478
200,-0.235,-2.0,-3.6157371141533923,14.50237217708458
200,-0.235,-1.799999999999999,-3.649366485643449,14.584325945093157
200,-0.235,-1.5999999999999996,-3.683391673198405,14.666282184769393
200,-0.235,-1.3999999999999986,-3.717783703461095,14.748240620601386
200,-0.235,-1.1999999999999993,-3.752509736185458,14.830200977289788
200,-0.235,-1.0,-3.7875328424610823,14.912162979751502
200,-0.235,-0.7999999999999989,-3.8228117940564768,14.994126353123317
200,-0.235,-0.5999999999999996,-3.858300868647786,15.076090822765574
200,-0.235,-0.3999999999999986,-3.893949676215815,15.158056114265808
200,-0.235,-0.1999999999999993,-3.929703012369466,15.240021953442392
200,-0.235,0.0,-3.9655007447625628,15.321988066348172
200,-0.235,0.20000000000000107,-4.001277739084993,15.403954179274097
200,-0.235,0.40000000000000036,-4.036963831297063,15.485920018752838
200,-0.235,0.6000000000000014,-4.072483852806038,15.567885311562407
200,-0.235,0.8000000000000007,-4.107757715124252,15.649849784729764
200,-0.235,1.0,-4.14270056016981,15.731813165534428
200,-0.235,1.200000000000001,-4.177222981749362,15.813775181512064
200,-0.235,1.4000000000000004,-4.211231322880374,15.895735560458075
200,-0.235,1.6000000000000014,-4.2446280524607705,15.977694030431177
200,-0.235,1.8000000000000007,-4.277312223381472,16.059650319756997
200,-0.235,2.0,-4.309180012521705,16.14160415703161
200,-0.235,2.200000000000001,-4.340125341202719,16.223555271125118
200,-0.235,2.4000000000000004,-4.370040572653008,16.305503391185198
200,-0.235,2.6000000000000014,-4.398817280922503,16.38744824664065
200,-0.235,2.8000000000000007,-4.4263470835512875,16.46938956720492
200,-0.235,3.0,-4.452522528235753,16.55132708287966
200,-0.235,3.200000000000001,-4.477238021829863,16.633260523958207
